CustomerID,AccountType,AccountBalance,DateOfAccountOpening,LastTransactionDate,AccountID
1355,Current,5588.07,5/1/2010,5/1/2023,1355
1356,Current,1059.79,4/13/2001,3/8/2023,1356
1357,Current,5255.63,5/10/2022,10/13/2023,1357
1358,Savings,7583.54,8/22/2012,10/12/2023,1358
1359,Savings,181.57,8/12/2004,3/25/2023,1359
1360,Current,570.53,10/11/2000,11/20/2023,1360
1361,Current,4718.1,7/3/2013,1/14/2023,1361
1362,Savings,8740.5,2/2/2015,12/31/2023,1362
1363,Savings,9978.11,10/20/2006,6/29/2023,1363
1364,Current,1024.6,3/8/2003,2/8/2023,1364
1365,Savings,281.59,4/20/2004,10/4/2023,1365
1366,Current,2364.82,12/23/2010,11/23/2023,1366
1367,Savings,4727.96,7/12/2021,1/6/2023,1367
1368,Savings,5760.78,12/25/2012,7/2/2023,1368
1369,Current,9737.5,1/24/2001,2/9/2023,1369
1370,Current,8895.79,7/10/2001,7/17/2023,1370
1371,Current,5664.78,12/6/2017,6/2/2023,1371
1372,Savings,3680.97,6/23/2005,9/9/2023,1372
1373,Current,3280.84,3/29/2021,8/17/2023,1373
1374,Current,5768.98,11/9/2006,3/30/2023,1374
1375,Savings,7241.39,8/26/2009,1/22/2023,1375
1376,Savings,4868.49,10/25/2016,11/8/2023,1376
1377,Current,3113.55,8/3/2014,10/29/2023,1377
1378,Savings,6170.34,6/30/2003,4/30/2023,1378
1379,Current,5623.63,1/23/2020,7/3/2023,1379
1380,Savings,4330.95,12/10/2008,7/25/2023,1380
1381,Savings,7508.72,3/19/2017,3/31/2023,1381
1382,Savings,2893.99,7/27/2011,4/26/2023,1382
1383,Savings,4900.76,7/28/2005,6/12/2023,1383
1384,Current,9409.36,11/28/2015,4/14/2023,1384
1385,Savings,7256,9/14/2003,5/28/2023,1385
1386,Current,3940.92,6/12/2015,9/28/2023,1386
1387,Savings,5507.16,1/26/2008,4/20/2023,1387
1388,Current,4114.27,6/12/2011,7/19/2023,1388
1389,Current,1214.23,8/4/2013,10/7/2023,1389
1390,Savings,3415.88,10/28/2016,8/13/2023,1390
1391,Current,8618.39,4/30/2000,3/21/2023,1391
1392,Current,4665.9,1/20/2004,9/8/2023,1392
1393,Current,5887.91,6/14/2022,8/8/2023,1393
1394,Current,1896.32,5/18/2021,10/27/2023,1394
1395,Current,3626.69,1/25/2012,5/22/2023,1395
1396,Current,9299.13,11/6/2021,3/14/2023,1396
1397,Savings,3211.03,5/14/2001,7/24/2023,1397
1398,Current,2580.55,4/23/2019,8/10/2023,1398
1399,Current,653.41,7/4/2016,6/9/2023,1399
1400,Current,1062.59,8/11/2011,3/21/2023,1400
1401,Savings,5889.41,4/23/2012,4/25/2023,1401
1402,Savings,6634.32,2/22/2008,1/25/2023,1402
1403,Savings,6451.65,7/21/2015,6/26/2023,1403
1404,Current,5444.31,1/24/2002,10/6/2023,1404
1405,Savings,4960.62,7/28/2014,10/20/2023,1405
1406,Savings,814.2,9/3/2016,8/8/2023,1406
1407,Savings,8422.88,5/3/2006,1/3/2023,1407
1408,Current,5179.5,7/29/2021,11/12/2023,1408
1409,Savings,1405.96,4/16/2006,11/11/2023,1409
1410,Savings,1444.91,5/31/2012,2/2/2023,1410
1411,Current,5178.27,1/27/2010,7/1/2023,1411
1412,Current,2521.31,1/21/2001,2/8/2023,1412
1413,Savings,9227.45,1/25/2004,6/2/2023,1413
1414,Current,5039.59,12/18/2006,3/4/2023,1414
1415,Savings,9786.34,11/24/2012,3/30/2023,1415
1416,Current,7368.17,7/8/2019,4/13/2023,1416
1417,Savings,8125.92,9/28/2016,12/7/2023,1417
1418,Current,3949.9,10/20/2022,7/6/2023,1418
1419,Current,1426.81,8/11/2005,6/8/2023,1419
1420,Current,6927.99,5/5/2014,2/18/2023,1420
1421,Savings,4130,5/6/2002,8/10/2023,1421
1422,Savings,9493.93,2/17/2003,12/25/2023,1422
1423,Savings,2016.96,10/8/2007,7/7/2023,1423
1424,Current,6302.38,11/1/2022,9/10/2023,1424
1425,Current,8674.01,2/15/2019,12/31/2023,1425
1426,Savings,4088.01,3/16/2006,7/11/2023,1426
1427,Current,9541.31,4/27/2017,9/1/2023,1427
1428,Savings,858.5,7/16/2000,3/12/2023,1428
1429,Savings,5910.56,6/7/2009,12/13/2023,1429
1430,Savings,7796.13,3/25/2015,3/18/2023,1430
1431,Current,2097.89,10/21/2017,8/9/2023,1431
1432,Savings,672.79,1/26/2015,12/9/2023,1432
1433,Savings,890.99,11/22/2019,9/21/2023,1433
1434,Savings,3260.37,6/15/2020,9/26/2023,1434
1435,Savings,2309.4,12/30/2022,10/9/2023,1435
1436,Savings,2316.51,1/25/2015,8/9/2023,1436
1437,Current,4639.36,6/10/2006,4/1/2023,1437
1438,Current,940.84,8/7/2007,2/25/2023,1438
1439,Savings,9955.46,2/10/2016,4/16/2023,1439
1440,Savings,6988.5,5/19/2009,10/14/2023,1440
1441,Savings,399.9,10/8/2022,9/30/2023,1441
1442,Savings,6949.85,5/10/2002,10/20/2023,1442
1443,Current,7939.1,8/7/2003,2/16/2023,1443
1444,Current,1988.55,6/20/2012,11/3/2023,1444
1445,Savings,8418.74,11/23/2002,4/24/2023,1445
1446,Current,6156.47,11/8/2018,2/27/2023,1446
1447,Current,8226.47,3/27/2022,2/13/2023,1447
1448,Savings,7195.27,2/23/2012,12/20/2023,1448
1449,Savings,7075.82,8/3/2021,8/19/2023,1449
1450,Savings,1666.59,4/22/2004,9/24/2023,1450
1451,Savings,3226.39,9/14/2019,1/12/2023,1451
1452,Savings,5280.13,8/26/2019,7/24/2023,1452
1453,Current,1214.21,12/13/2004,2/23/2023,1453
1454,Current,4837.08,6/10/2019,2/3/2023,1454
1455,Current,4508.67,1/18/2017,9/5/2023,1455
1456,Current,2396.04,6/4/2004,5/16/2023,1456
1457,Savings,2077.21,10/22/2012,8/18/2023,1457
1458,Current,2549,8/18/2013,12/22/2023,1458
1459,Savings,6090.56,9/5/2010,10/5/2023,1459
1460,Current,4208.03,5/20/2002,9/18/2023,1460
1461,Savings,4198.2,10/26/2000,1/20/2023,1461
1462,Current,1899.16,3/19/2006,8/3/2023,1462
1463,Current,7894.92,11/7/2011,8/20/2023,1463
1464,Current,7033.76,2/3/2006,4/28/2023,1464
1465,Savings,4347.84,3/14/2000,2/18/2023,1465
1466,Savings,1507.8,5/30/2020,4/29/2023,1466
1467,Current,7175.54,4/3/2019,5/27/2023,1467
1468,Savings,8998.56,10/1/2003,8/6/2023,1468
1469,Current,1864.79,12/26/2003,8/16/2023,1469
1470,Current,6066.34,3/15/2006,9/20/2023,1470
1471,Savings,4300.66,2/8/2021,12/2/2023,1471
1472,Savings,967.74,7/8/2018,1/10/2023,1472
1473,Current,7285.69,10/19/2007,12/29/2023,1473
1474,Current,804.36,12/14/2001,5/30/2023,1474
1475,Current,7052.09,6/9/2020,8/6/2023,1475
1476,Current,2883.41,9/24/2019,5/13/2023,1476
1477,Current,5700.03,11/19/2014,7/23/2023,1477
1478,Current,1688.49,9/14/2021,1/24/2023,1478
1479,Current,3771.88,3/26/2002,5/23/2023,1479
1480,Savings,1130.49,11/10/2004,12/10/2023,1480
1481,Savings,4726.31,1/24/2020,8/4/2023,1481
1482,Savings,2211.58,6/12/2014,8/22/2023,1482
1483,Savings,1960.51,5/21/2010,2/24/2023,1483
1484,Savings,1160.81,12/24/2007,12/20/2023,1484
1485,Savings,7677.8,4/30/2021,6/20/2023,1485
1486,Savings,6431.25,10/23/2017,6/22/2023,1486
1487,Current,1653.35,7/8/2012,10/8/2023,1487
1488,Current,4777.05,3/13/2003,5/24/2023,1488
1489,Savings,6642.76,7/19/2020,9/4/2023,1489
1490,Current,8792.88,9/1/2006,1/29/2023,1490
1491,Savings,689.76,10/14/2004,11/16/2023,1491
1492,Savings,3687.31,10/15/2022,5/4/2023,1492
1493,Savings,6197.94,4/28/2007,6/22/2023,1493
1494,Savings,254.61,9/17/2006,8/22/2023,1494
1495,Current,2510.91,2/1/2012,12/31/2023,1495
1496,Savings,7474.52,1/11/2013,1/26/2023,1496
1497,Savings,3621.79,7/18/2016,3/26/2023,1497
1498,Savings,936.5,12/27/2006,2/19/2023,1498
1499,Current,6303.29,11/4/2022,6/4/2023,1499
1500,Current,2575.52,12/27/2008,4/10/2023,1500
1501,Savings,7046.38,8/2/2017,3/21/2023,1501
1502,Current,9011.73,1/30/2003,1/29/2023,1502
1503,Savings,5325.8,11/13/2017,5/15/2023,1503
1504,Current,6031.52,10/29/2003,3/3/2023,1504
1505,Savings,5192.62,9/13/2007,3/12/2023,1505
1506,Savings,8192.68,10/7/2000,10/17/2023,1506
1507,Savings,2492.97,2/18/2018,5/13/2023,1507
1508,Current,4075.28,3/31/2021,4/27/2023,1508
1509,Current,8960.81,9/29/2000,1/8/2023,1509
1510,Savings,7264.1,11/15/2020,7/19/2023,1510
1511,Current,3268.85,7/20/2020,2/12/2023,1511
1512,Current,8343.06,6/4/2001,6/29/2023,1512
1513,Savings,2464.36,9/22/2004,11/26/2023,1513
1514,Savings,6378.38,7/1/2011,9/14/2023,1514
1515,Current,9568.92,4/25/2014,2/7/2023,1515
1516,Savings,5789.64,12/14/2019,9/20/2023,1516
1517,Current,8014.72,9/6/2013,12/3/2023,1517
1518,Savings,7380.76,9/30/2014,7/3/2023,1518
1519,Savings,8670.64,6/5/2005,10/7/2023,1519
1520,Savings,9690.77,3/6/2018,10/18/2023,1520
1521,Savings,320.93,10/22/2011,7/20/2023,1521
1522,Savings,375.91,10/8/2015,2/11/2023,1522
1523,Savings,5984.78,9/26/2010,10/27/2023,1523
1524,Savings,9547.03,3/23/2010,1/4/2023,1524
1525,Savings,4908.26,3/11/2021,12/30/2023,1525
1526,Current,8413.82,8/7/2005,4/29/2023,1526
1527,Current,7702.29,10/31/2001,3/18/2023,1527
1528,Current,5032.7,10/6/2016,10/7/2023,1528
1529,Current,5180.41,7/3/2004,11/23/2023,1529
1530,Current,4416.73,6/3/2009,5/3/2023,1530
1531,Current,2596.77,7/8/2002,12/13/2023,1531
1532,Current,8601.25,3/18/2020,12/16/2023,1532
1533,Current,2174.74,11/9/2014,6/5/2023,1533
1534,Current,9078.51,10/13/2005,11/25/2023,1534
1535,Savings,3661.3,10/26/2010,4/13/2023,1535
1536,Current,362.32,2/15/2001,12/25/2023,1536
1537,Current,1766.94,4/24/2020,12/7/2023,1537
1538,Savings,8889.47,6/3/2014,4/12/2023,1538
1539,Current,1371.6,1/12/2009,2/14/2023,1539
1540,Savings,7413.86,10/29/2007,12/11/2023,1540
1541,Savings,1909.86,7/13/2007,3/11/2023,1541
1542,Current,5039.44,4/15/2017,2/18/2023,1542
1543,Current,2131.55,1/23/2002,4/29/2023,1543
1544,Savings,3398.34,1/26/2004,12/6/2023,1544
1545,Current,1335.74,3/25/2009,10/23/2023,1545
1546,Current,5604.42,6/8/2014,1/18/2023,1546
1547,Current,3721.67,6/2/2020,2/16/2023,1547
1548,Current,3718.29,1/15/2006,1/1/2023,1548
1549,Savings,481.88,6/27/2006,6/10/2023,1549
1550,Savings,1447.67,8/14/2019,10/22/2023,1550
1551,Current,7104.55,2/11/2020,4/22/2023,1551
1552,Current,2993.97,4/28/2010,1/23/2023,1552
1553,Current,4476.48,9/20/2020,9/1/2023,1553
1554,Savings,7654.37,12/27/2002,9/27/2023,1554
1555,Current,4503.1,11/25/2021,9/10/2023,1555
1556,Current,2333.53,4/23/2002,10/20/2023,1556
1557,Savings,5543.26,5/24/2017,3/12/2023,1557
1558,Savings,8031.94,5/27/2002,3/17/2023,1558
1559,Current,6036.45,9/13/2016,6/14/2023,1559
1560,Savings,4259.79,10/30/2017,9/20/2023,1560
1561,Current,1343.68,7/26/2015,4/19/2023,1561
1562,Savings,2562.26,12/10/2009,6/29/2023,1562
1563,Savings,9466.58,4/10/2004,5/25/2023,1563
1564,Savings,7740.9,11/30/2014,7/9/2023,1564
1565,Savings,966.96,11/24/2005,6/14/2023,1565
1566,Savings,154.59,7/22/2000,1/14/2023,1566
1567,Savings,1836.65,10/20/2012,9/1/2023,1567
1568,Current,9444.52,8/23/2016,11/7/2023,1568
1569,Current,5842.39,5/13/2002,2/26/2023,1569
1570,Savings,8402.73,2/26/2010,1/4/2023,1570
1571,Savings,4705.73,1/31/2019,8/2/2023,1571
1572,Current,8283.7,11/10/2013,2/18/2023,1572
1573,Current,435.77,1/24/2012,3/22/2023,1573
1574,Savings,4325.51,5/1/2006,2/4/2023,1574
1575,Savings,3838.19,4/12/2007,6/30/2023,1575
1576,Current,9817.31,10/25/2011,6/9/2023,1576
1577,Savings,3074.71,2/9/2004,12/24/2023,1577
1578,Current,4227.48,6/3/2001,8/5/2023,1578
1579,Savings,7612.13,12/28/2000,9/23/2023,1579
1580,Savings,8819.06,1/16/2004,9/8/2023,1580
1581,Savings,8796.04,7/5/2005,4/23/2023,1581
1582,Savings,4005.66,2/6/2009,7/9/2023,1582
1583,Current,9490.69,1/12/2016,1/2/2023,1583
1584,Current,6569.74,6/5/2022,3/4/2023,1584
1585,Current,8526.24,5/30/2014,4/30/2023,1585
1586,Current,9270.14,6/14/2001,9/2/2023,1586
1587,Current,2412.64,5/10/2011,9/29/2023,1587
1588,Current,5042.07,5/26/2007,5/11/2023,1588
1589,Savings,5919.19,6/19/2004,8/5/2023,1589
1590,Savings,8044.13,4/26/2002,1/18/2023,1590
1591,Current,4071.54,6/24/2021,8/19/2023,1591
1592,Savings,2183.45,6/7/2004,10/25/2023,1592
1593,Current,7458.02,2/13/2005,8/20/2023,1593
1594,Current,5964.11,2/24/2006,5/4/2023,1594
1595,Savings,8993.16,1/6/2006,2/19/2023,1595
1596,Current,6584.8,12/15/2016,6/26/2023,1596
1597,Savings,266.59,9/25/2003,1/3/2023,1597
1598,Current,9669.85,11/11/2009,3/13/2023,1598
1599,Current,5971.8,7/25/2022,5/5/2023,1599
1600,Current,5999.18,1/10/2001,1/5/2023,1600
1601,Savings,9101.69,1/23/2000,7/4/2023,1601
1602,Savings,6671.71,4/26/2007,3/25/2023,1602
1603,Savings,4845.28,10/26/2002,6/2/2023,1603
1604,Savings,1162.12,12/24/2011,7/17/2023,1604
1605,Current,9625.77,1/27/2001,8/8/2023,1605
1606,Savings,877.03,8/18/2009,1/23/2023,1606
1607,Savings,1785.97,10/7/2016,5/18/2023,1607
1608,Savings,8213.41,7/15/2020,6/10/2023,1608
1609,Savings,4955.01,6/24/2013,3/14/2023,1609
1610,Current,1864.86,3/27/2000,7/14/2023,1610
1611,Savings,2933,4/11/2012,4/7/2023,1611
1612,Current,9940.74,7/1/2004,3/15/2023,1612
1613,Savings,5881.8,3/25/2013,1/27/2023,1613
1614,Savings,4075.97,2/7/2006,6/12/2023,1614
1615,Savings,8774.55,10/5/2006,3/3/2023,1615
1616,Savings,4849,1/22/2018,9/20/2023,1616
1617,Savings,3148.56,2/26/2006,7/18/2023,1617
1618,Savings,1725.8,8/5/2001,8/2/2023,1618
1619,Savings,7470.25,4/12/2011,9/23/2023,1619
1620,Savings,6002.61,5/22/2002,1/27/2023,1620
1621,Savings,1014.3,7/11/2006,3/9/2023,1621
1622,Current,5957.24,5/9/2022,7/14/2023,1622
1623,Savings,1678.56,3/10/2010,10/31/2023,1623
1624,Savings,9819.03,1/12/2020,12/29/2023,1624
1625,Savings,2671.12,11/19/2018,11/19/2023,1625
1626,Current,6990.56,12/30/2002,12/11/2023,1626
1627,Current,6594.85,12/21/2010,11/23/2023,1627
1628,Savings,6944.38,4/14/2012,10/29/2023,1628
1629,Savings,4356.95,4/14/2006,4/8/2023,1629
1630,Current,835.88,2/27/2014,7/21/2023,1630
1631,Current,9802.07,4/24/2006,9/5/2023,1631
1632,Savings,1996.11,5/6/2015,12/14/2023,1632
1633,Current,7720.23,7/12/2004,1/11/2023,1633
1634,Savings,1461.98,8/21/2013,2/1/2023,1634
1635,Current,2883.85,10/28/2017,11/24/2023,1635
1636,Savings,5642.88,5/1/2010,5/28/2023,1636
1637,Savings,4193.35,3/3/2012,5/13/2023,1637
1638,Savings,9586.84,7/14/2018,9/26/2023,1638
1639,Savings,8492.08,7/22/2021,7/22/2023,1639
1640,Savings,9225.72,10/3/2005,5/2/2023,1640
1641,Current,6442.9,7/19/2010,4/8/2023,1641
1642,Savings,2267.27,12/14/2007,8/24/2023,1642
1643,Current,5233.14,12/24/2003,5/11/2023,1643
1644,Current,7678.78,8/31/2006,9/9/2023,1644
1645,Current,740.71,5/16/2012,9/9/2023,1645
1646,Current,8644.86,2/25/2002,12/19/2023,1646
1647,Savings,6350.37,8/17/2018,2/25/2023,1647
1648,Current,7263.36,10/24/2008,9/6/2023,1648
1649,Current,6973.52,11/15/2019,7/21/2023,1649
1650,Current,8492.85,5/5/2018,9/6/2023,1650
1651,Savings,966.46,11/8/2004,10/29/2023,1651
1652,Savings,3832.74,8/4/2005,6/25/2023,1652
1653,Current,5075.9,8/18/2019,4/15/2023,1653
1654,Current,5511.31,10/30/2020,9/2/2023,1654
1655,Savings,9431.3,8/13/2011,8/13/2023,1655
1656,Current,520.39,6/13/2004,12/19/2023,1656
1657,Savings,8677.29,1/11/2004,5/31/2023,1657
1658,Current,5563.82,3/12/2015,11/7/2023,1658
1659,Current,5590.82,9/8/2003,2/23/2023,1659
1660,Savings,3271.27,1/14/2000,11/17/2023,1660
1661,Savings,6471.84,12/31/2004,8/7/2023,1661
1662,Current,6499.49,1/29/2015,11/3/2023,1662
1663,Savings,1974.01,5/15/2011,8/24/2023,1663
1664,Current,6802.36,1/5/2007,12/13/2023,1664
1665,Savings,2740.39,3/17/2005,6/13/2023,1665
1666,Savings,6918.99,9/3/2021,10/15/2023,1666
1667,Savings,6158.24,8/30/2015,12/25/2023,1667
1668,Current,7187.92,5/8/2002,2/26/2023,1668
1669,Current,295.03,7/27/2000,1/29/2023,1669
1670,Current,1341.12,12/30/2005,3/28/2023,1670
1671,Savings,8417.99,3/15/2022,3/20/2023,1671
1672,Current,3869.16,5/4/2021,12/29/2023,1672
1673,Savings,8383.51,12/27/2004,11/4/2023,1673
1674,Savings,720.48,3/12/2021,3/30/2023,1674
1675,Savings,7716.78,6/29/2001,6/28/2023,1675
1676,Savings,929.29,2/1/2003,10/14/2023,1676
1677,Current,4736.43,9/24/2017,3/25/2023,1677
1678,Current,9381.98,3/16/2011,8/11/2023,1678
1679,Current,869.01,9/3/2000,5/24/2023,1679
1680,Savings,3571.56,8/23/2017,6/13/2023,1680
1681,Current,5231.65,9/11/2001,10/22/2023,1681
1682,Savings,9004.63,5/12/2005,5/19/2023,1682
1683,Current,3392.81,4/17/2018,5/28/2023,1683
1684,Current,8089.71,7/6/2006,11/8/2023,1684
1685,Current,7209.91,3/5/2009,8/29/2023,1685
1686,Current,3139.97,6/3/2002,8/31/2023,1686
1687,Current,3474.05,1/11/2018,6/19/2023,1687
1688,Current,1991.02,5/14/2017,2/16/2023,1688
1689,Savings,6960.33,7/4/2001,1/6/2023,1689
1690,Savings,5674.71,12/22/2022,12/31/2023,1690
1691,Savings,1634.03,3/31/2010,2/4/2023,1691
1692,Current,6238.7,12/14/2003,3/12/2023,1692
1693,Savings,5036.63,1/26/2013,10/20/2023,1693
1694,Current,1016.64,2/23/2000,6/27/2023,1694
1695,Savings,9541.66,6/12/2000,5/3/2023,1695
1696,Current,8364.08,8/12/2018,9/2/2023,1696
1697,Current,803.14,8/21/2007,1/9/2023,1697
1698,Savings,9319.55,5/14/2012,11/27/2023,1698
1699,Current,9175.11,9/3/2014,8/1/2023,1699
1700,Current,517.61,6/23/2015,11/12/2023,1700
1701,Savings,2094.64,12/16/2002,2/20/2023,1701
1702,Savings,7053.84,2/4/2014,10/29/2023,1702
1703,Savings,9352.28,3/15/2006,11/23/2023,1703
1704,Savings,8248.84,9/15/2012,3/5/2023,1704
1705,Savings,2890.79,4/28/2002,8/20/2023,1705
1706,Current,431.04,10/5/2012,1/21/2023,1706
1707,Current,4781.59,2/10/2021,1/5/2023,1707
1708,Savings,1010.42,8/4/2012,1/6/2023,1708
1709,Current,2528.43,7/2/2015,2/12/2023,1709
1710,Savings,6436.96,9/24/2016,10/9/2023,1710
1711,Current,5000.69,2/6/2015,12/15/2023,1711
1712,Current,3829.52,12/30/2003,2/23/2023,1712
1713,Current,9306.63,5/29/2012,5/11/2023,1713
1714,Savings,2010.37,7/4/2016,5/19/2023,1714
1715,Current,4926.03,3/21/2017,8/3/2023,1715
1716,Savings,5777.6,1/22/2006,1/25/2023,1716
1717,Savings,3287.23,8/20/2001,3/6/2023,1717
1718,Savings,7082.44,2/19/2015,9/17/2023,1718
1719,Current,8686.06,1/1/2013,7/17/2023,1719
1720,Current,5460.64,2/16/2000,4/19/2023,1720
1721,Current,7835.24,8/8/2021,1/16/2023,1721
1722,Savings,703.52,7/10/2003,7/22/2023,1722
1723,Savings,1622.45,5/25/2007,5/22/2023,1723
1724,Savings,4674.05,7/31/2002,12/24/2023,1724
1725,Savings,9218.1,4/9/2006,4/23/2023,1725
1726,Savings,5362.76,6/22/2002,3/15/2023,1726
1727,Savings,4379.79,12/5/2014,2/22/2023,1727
1728,Current,6041.06,4/13/2007,4/28/2023,1728
1729,Savings,1332.21,2/5/2003,7/5/2023,1729
1730,Current,6571.44,6/26/2006,3/4/2023,1730
1731,Savings,1030.81,1/9/2019,5/21/2023,1731
1732,Savings,5810.25,9/14/2009,10/28/2023,1732
1733,Current,7172.46,2/9/2011,8/14/2023,1733
1734,Current,4173.92,4/12/2013,8/13/2023,1734
1735,Current,9117.94,1/17/2011,7/2/2023,1735
1736,Current,1605.12,2/9/2003,6/10/2023,1736
1737,Current,1792.49,1/1/2012,3/3/2023,1737
1738,Current,5217.45,4/4/2015,3/22/2023,1738
1739,Current,9323.39,10/21/2001,11/25/2023,1739
1740,Savings,3967.92,7/4/2000,1/16/2023,1740
1741,Savings,9271.36,9/7/2005,8/17/2023,1741
1742,Savings,6965.4,12/2/2003,4/7/2023,1742
1743,Savings,7847.3,1/16/2002,12/26/2023,1743
1744,Current,9384.92,7/1/2010,11/16/2023,1744
1745,Current,5766.05,4/27/2019,11/22/2023,1745
1746,Savings,6452.36,11/16/2019,5/20/2023,1746
1747,Current,5832.01,2/23/2008,5/10/2023,1747
1748,Savings,7870.1,4/16/2017,5/23/2023,1748
1749,Current,2806.72,7/11/2011,12/3/2023,1749
1750,Savings,7901.67,4/27/2020,6/29/2023,1750
1751,Savings,7164.1,6/20/2008,6/12/2023,1751
1752,Savings,6060.46,5/1/2010,12/17/2023,1752
1753,Current,484.04,11/3/2007,5/3/2023,1753
1754,Savings,7767.99,5/25/2021,2/7/2023,1754
1755,Savings,1411.02,8/30/2006,10/25/2023,1755
1756,Savings,9623.52,5/26/2020,12/31/2023,1756
1757,Current,906.78,4/7/2005,8/20/2023,1757
1758,Savings,7230.73,10/2/2001,12/3/2023,1758
1759,Current,3668.21,1/24/2004,9/9/2023,1759
1760,Current,7383.33,1/11/2016,1/7/2023,1760
1761,Savings,5237.63,5/20/2010,2/25/2023,1761
1762,Current,6332.1,4/9/2005,6/17/2023,1762
1763,Current,846.82,8/24/2003,11/13/2023,1763
1764,Current,9668.14,12/5/2014,8/7/2023,1764
1765,Current,138.08,5/4/2017,3/6/2023,1765
1766,Savings,9417.48,8/6/2019,7/13/2023,1766
1767,Current,5725.68,11/10/2005,4/3/2023,1767
1768,Savings,2656.87,9/27/2020,12/7/2023,1768
1769,Current,6413.5,7/1/2004,6/19/2023,1769
1770,Current,6761.68,10/12/2018,8/14/2023,1770
1771,Savings,7330.28,12/15/2013,8/19/2023,1771
1772,Current,262.73,2/28/2016,10/8/2023,1772
1773,Current,9829.55,6/4/2022,1/6/2023,1773
1774,Savings,6217.34,2/27/2010,9/21/2023,1774
1775,Current,3837.61,7/15/2007,2/22/2023,1775
1776,Savings,5749.44,12/15/2016,1/19/2023,1776
1777,Savings,1866.38,4/7/2020,9/22/2023,1777
1778,Current,2547.94,11/14/2000,6/10/2023,1778
1779,Savings,949.22,4/9/2014,9/21/2023,1779
1780,Current,8804.41,5/6/2009,10/21/2023,1780
1781,Current,2590.84,6/25/2017,6/9/2023,1781
1782,Savings,7423.13,4/13/2007,1/23/2023,1782
1783,Current,2814.57,2/16/2004,6/11/2023,1783
1784,Savings,1545.29,5/30/2019,12/9/2023,1784
1785,Current,1170.53,8/1/2013,1/7/2023,1785
1786,Savings,8616.42,7/13/2005,12/29/2023,1786
1787,Savings,1285.39,6/3/2000,1/24/2023,1787
1788,Savings,962.78,3/14/2020,5/10/2023,1788
1789,Savings,192.61,8/10/2021,9/12/2023,1789
1790,Savings,3727.76,5/23/2004,9/13/2023,1790
1791,Savings,9432.6,12/11/2006,9/7/2023,1791
1792,Current,9095.63,12/9/2007,12/5/2023,1792
1793,Current,1239.02,1/18/2016,4/16/2023,1793
1794,Current,223.7,6/14/2014,12/22/2023,1794
1795,Current,7534.97,5/18/2002,11/8/2023,1795
1796,Savings,3134.13,4/1/2008,12/14/2023,1796
1797,Savings,8363.3,1/23/2009,2/1/2023,1797
1798,Savings,2232.75,11/13/2001,3/18/2023,1798
1799,Savings,4972.87,1/1/2004,11/22/2023,1799
1800,Current,426.17,6/26/2010,4/3/2023,1800
1801,Savings,8957.68,5/25/2000,1/10/2023,1801
1802,Savings,1861.96,5/28/2005,11/26/2023,1802
1803,Savings,3017.56,5/29/2015,2/3/2023,1803
1804,Current,4849.03,12/25/2004,12/6/2023,1804
1805,Current,2785.56,2/27/2017,4/21/2023,1805
1806,Current,497.62,7/17/2021,10/16/2023,1806
1807,Current,387.95,1/23/2019,12/10/2023,1807
1808,Savings,9556.61,9/23/2017,4/7/2023,1808
1809,Current,3322.41,5/3/2017,11/9/2023,1809
1810,Current,3410.48,5/25/2004,5/30/2023,1810
1811,Savings,9236.71,8/10/2011,7/23/2023,1811
1812,Current,8377.92,3/27/2004,8/10/2023,1812
1813,Current,6900.72,2/3/2019,2/1/2023,1813
1814,Savings,6619.21,8/4/2007,5/5/2023,1814
1815,Current,8030.75,6/10/2005,4/18/2023,1815
1816,Current,1771.87,12/6/2007,7/30/2023,1816
1817,Current,6676.32,2/5/2019,1/2/2023,1817
1818,Current,1074.15,5/19/2022,7/2/2023,1818
1819,Savings,1352.48,1/8/2018,2/28/2023,1819
1820,Savings,2503.29,11/11/2022,10/16/2023,1820
1821,Current,7127.06,6/18/2016,4/6/2023,1821
1822,Savings,8936.2,9/12/2003,9/7/2023,1822
1823,Savings,6938.78,1/14/2021,4/15/2023,1823
1824,Current,4224.57,4/28/2019,7/30/2023,1824
1825,Current,5185.25,11/11/2021,9/27/2023,1825
1826,Savings,7152.03,2/1/2016,2/28/2023,1826
1827,Savings,6171.49,12/7/2019,9/28/2023,1827
1828,Current,5341.73,4/18/2008,1/29/2023,1828
1829,Savings,2444.25,11/6/2001,7/22/2023,1829
1830,Savings,6207.91,1/3/2001,4/22/2023,1830
1831,Current,284.81,7/15/2018,12/31/2023,1831
1832,Current,5644.53,3/14/2009,5/3/2023,1832
1833,Current,8225.38,1/11/2004,7/20/2023,1833
1834,Current,1879.53,8/26/2014,10/30/2023,1834
1835,Savings,1230.68,9/10/2003,7/4/2023,1835
1836,Current,9705.33,4/4/2008,2/27/2023,1836
1837,Savings,8450.29,10/31/2001,12/15/2023,1837
1838,Savings,3089.81,9/6/2015,9/12/2023,1838
1839,Current,2164.87,6/8/2003,8/17/2023,1839
1840,Savings,3406.99,7/1/2005,12/7/2023,1840
1841,Current,4369.13,4/6/2002,2/22/2023,1841
1842,Current,8228.72,4/30/2006,12/8/2023,1842
1843,Savings,2468.12,6/22/2004,11/16/2023,1843
1844,Savings,7236.37,8/26/2021,9/1/2023,1844
1845,Savings,9299.98,1/17/2010,12/4/2023,1845
